route id/航綫,direction/方向,origin_en,出發碼頭,出发码头,destination_en,目的地碼頭,目的地码头,remarks_en,附註,附注,Monday to Saturday/星期一至星期六,Sunday and Public Holidays/星期日及公眾假期
2,inbound,Central,中環,中环,Yung Shue Wan,榕樹灣,榕树湾,"{ } Only available on Saturdays, no freight service* &nbsp;Only small quantity of freight can be carried# &nbsp;Advanced booking is required for carriage of large quantity of freight^ &nbsp;Last sailing",{ } 只限星期六，不設載貨服務*&nbsp;&nbsp;可載少量貨物的航班，不載大型或大量貨物#&nbsp;可載大型或大量貨物的航班（須提早預約以便作出適當的安排）^&nbsp;&nbsp;尾班船,{ } 只限星期六，不设载货服务*&nbsp;&nbsp;可载少量货物的航班，不载大型或大量货物#&nbsp;可载大型或大量货物的航班（须提早预约以便作出适当的安排）^&nbsp;尾班船,"['05:30', '06:20', '06:40', '*07:00', '*07:20', '07:40', '*08:00', '*08:20', '08:40', '*09:00', '*09:20', '09:40', '*10:30', '*11:20', '#12:00', '*13:00', '#13:45', '*14:30', '*15:15', '*16:00', '#16:30', '*17:15', '17:50', '*18:10', '*18:30', '18:50', '#19:20', '20:00', '#20:30', '21:30', '#22:30', '^23:30']","['05:30', '06:40', '07:30', '08:00', '08:30', '09:00', '09:30', '10:00', '10:30', '11:00', '11:30', '12:00', '12:30', '13:00', '13:30', '14:00', '14:30', '15:30', '16:00', '16:30', '17:00', '17:30', '18:00', '18:30', '19:00', '19:30', '20:00', '20:30', '21:30', '22:30', '^23:30']"
