route id/航綫,direction/方向,origin_en,出發碼頭,出发码头,destination_en,目的地碼頭,目的地码头,remarks_en,附註,附注,Monday to Saturday/星期一至星期六,Sunday and Public Holidays/星期日及公眾假期
1,outbound,Central,中環,中环,Sok Kwu Wan,索罟灣,索罟湾,^ Last sailing and no freight service@ Optional Service,"^ 尾班船及不設載貨服務<span style=""color: rgb(0, 0, 0); background-color: rgb(244, 244, 244);"">@ 必要時加班服務</span>",^ 尾班船及不设载货服务@ 必要时加班服务,"['07:20', '08:35', '10:20', '11:50', '13:50', '15:20', '16:50', '18:45', '20:20', '21:50', '^23:30']","['07:20', '08:35', '10:20', '11:50', '@12:50', '13:50', '@14:35', '15:20', '@16:05', '16:50', '@17:35', '18:45', '@19:20', '20:20', '21:50', '^23:30']"
