route id/航綫,direction/方向,origin_en,出發碼頭,出发码头,destination_en,目的地碼頭,目的地码头,remarks_en,附註,附注,Monday to Saturday/星期一至星期六,Sunday and Public Holidays/星期日及公眾假期
2,outbound,Central,中環,中环,Yung Shue Wan,榕樹灣,榕树湾,"{ } Only available on Saturdays, no freight service* &nbsp;Only small quantity of freight can be carried# &nbsp;Advanced booking is required for carriage of large quantity of freight^ &nbsp;Last sailing",{ } 只限星期六，不設載貨服務*&nbsp;&nbsp;可載少量貨物的航班，不載大型或大量貨物#&nbsp;可載大型或大量貨物的航班（須提早預約以便作出適當的安排）^&nbsp;&nbsp;尾班船,{ } 只限星期六，不设载货服务*&nbsp;&nbsp;可载少量货物的航班，不载大型或大量货物#&nbsp;可载大型或大量货物的航班（须提早预约以便作出适当的安排）^&nbsp;尾班船,"['{02:30}', '*06:30', '07:00', '*07:30', '*07:50', '08:10', '*08:30', '*08:50', '09:10', '*09:30', '*10:10', '#11:00', '*12:00', '#13:00', '*13:45', '#14:30', '*15:15', '#15:50', '*16:30', '17:20', '*17:40', '*18:00', '18:20', '#18:40', '*19:00', '19:30', '*20:00', '20:30', '21:00', '#21:30', '22:30', '#23:30', '^00:30']","['02:30', '07:30', '08:00', '08:30', '09:00', '09:30', '10:00', '10:30', '11:00', '11:30', '12:00', '12:30', '13:00', '13:30', '14:00', '14:30', '15:00', '16:00', '16:30', '17:00', '17:30', '18:00', '18:30', '19:00', '19:30', '20:00', '20:30', '21:30', '22:30', '23:30', '^00:30']"
