route id/航綫,direction/方向,origin_en,出發碼頭,出发码头,destination_en,目的地碼頭,目的地码头,remarks_en,附註,附注,Monday to Saturday/星期一至星期六,Sunday and Public Holidays/星期日及公眾假期
4,inbound,Peng Chau,坪洲,坪洲,Hei Ling Chau,喜靈洲,喜灵洲,"^ Last Sailing* This area is under the control of the CSD, only authorised person can visit.","<span style=""color: rgb(0, 0, 0); background-color: rgb(244, 244, 244);""><span class=""ql-cursor"">﻿﻿﻿﻿﻿^ ﻿﻿﻿﻿﻿﻿﻿</span></span>尾班船* 此區由懲教署管轄，只限獲授權人士到訪",^ 尾班船* 此区由惩教署管辖，只限获授权人士到访,"['07:05', '09:45', '11:15', '12:45', '14:15', '15:45', '18:40', '20:10', '^21:55']","['06:10', '07:40', '09:20', '11:00', '12:40', '14:20', '16:00', '17:40', '19:20', '21:00', '^22:40']"
