Lamp Post Number,District,Location,Latitude,Longitude
40343,Central & Western,2 & 3 GARDEN TERRACE,22.27559853,114.15459053
40344,Central & Western,2 & 3 GARDEN TERRACE,22.27582489,114.15463653
40349,Central & Western,2 & 3 GARDEN TERRACE,22.27579762,114.15482783
21542,Central & Western,ABERDEEN STREET,22.28227597,114.15126543
21543,Central & Western,ABERDEEN STREET,22.28247474,114.1514032
21544,Central & Western,ABERDEEN STREET,22.28284648,114.15178751
21546,Central & Western,ABERDEEN STREET,22.28302363,114.15195051
21547,Central & Western,ABERDEEN STREET,22.28320581,114.15213351
21549,Central & Western,ABERDEEN STREET,22.28349873,114.15252419
21550,Central & Western,ABERDEEN STREET,22.28370221,114.15273107
21551,Central & Western,ABERDEEN STREET,22.28392702,114.15287611
21553,Central & Western,ABERDEEN STREET,22.28426133,114.15330681
31125,Central & Western,ABERDEEN STREET,22.28269238,114.15161995
41708,Central & Western,ABERDEEN STREET,22.28405873,114.15309772
50501,Central & Western,ABERDEEN STREET,22.28344749,114.15237785
51379,Central & Western,ABERDEEN STREET,22.2844951,114.15353756
38216,Central & Western,ACADEMIC TERRACE,22.28185404,114.13244278
38218,Central & Western,ACADEMIC TERRACE,22.28161477,114.13228315
40346,Central & Western,ALBANY NO. 2 FRESH WATER PUMPING STATION,22.27549546,114.15480627
14638,Central & Western,ALBANY ROAD,22.27731944,114.15494767
14639,Central & Western,ALBANY ROAD,22.27753272,114.1552025
16443,Central & Western,ALBANY ROAD,22.27733497,114.15476783
22330,Central & Western,ALBANY ROAD,22.27767008,114.15539505
22331,Central & Western,ALBANY ROAD,22.27784065,114.15568599
22332,Central & Western,ALBANY ROAD,22.27812664,114.1557315
22333,Central & Western,ALBANY ROAD,22.27844754,114.15596539
22334,Central & Western,ALBANY ROAD,22.27874673,114.15608981
22335,Central & Western,ALBANY ROAD,22.27897872,114.15608399
22336,Central & Western,ALBANY ROAD,22.27909828,114.15582395
22337,Central & Western,ALBANY ROAD,22.27911368,114.15554918
22338,Central & Western,ALBANY ROAD,22.27899045,114.15541098
22339,Central & Western,ALBANY ROAD,22.27901968,114.15516108
44085,Central & Western,ALBANY ROAD,22.27923182,114.15515967
21218,Central & Western,ALBERT PATH,22.27941898,114.15638526
21219,Central & Western,ALBERT PATH,22.27935924,114.15638074
21220,Central & Western,ALBERT PATH,22.27924152,114.15645447
21221,Central & Western,ALBERT PATH,22.27942125,114.15621847
21222,Central & Western,ALBERT PATH,22.2792989,114.15623136
21223,Central & Western,ALBERT PATH,22.27916805,114.15633263
21224,Central & Western,ALBERT PATH,22.2789948,114.15640565
17585,Central & Western,ARBUTHNOT ROAD,22.28134569,114.15474182
17586,Central & Western,ARBUTHNOT ROAD,22.28113385,114.1546746
17587,Central & Western,ARBUTHNOT ROAD,22.28077798,114.15455152
17590,Central & Western,ARBUTHNOT ROAD,22.28002857,114.15458105
17592,Central & Western,ARBUTHNOT ROAD,22.27940244,114.1547098
17593,Central & Western,ARBUTHNOT ROAD,22.27920383,114.15454469
21762,Central & Western,ARBUTHNOT ROAD,22.28158692,114.15470506
35527,Central & Western,ARBUTHNOT ROAD,22.28039009,114.1543738
36103,Central & Western,ARBUTHNOT ROAD,22.2797831,114.154561
17871,Central & Western,ARGENTA,22.28297169,114.14891759
44093,Central & Western,ARION COMMERCIAL CENTRE,22.28612513,114.14818837
47062,Central & Western,ARION COMMERCIAL CENTRE,22.2860832,114.14824087
47063,Central & Western,ARION COMMERCIAL CENTRE,22.2860423,114.14829167
41209,Central & Western,BABINGTON PATH,22.284131,114.14202279
41210,Central & Western,BABINGTON PATH,22.28400494,114.14173743
41211,Central & Western,BABINGTON PATH,22.28389011,114.14142021
42755,Central & Western,BABINGTON PATH,22.2835644,114.14125844
42756,Central & Western,BABINGTON PATH,22.28329633,114.14103656
42757,Central & Western,BABINGTON PATH,22.28309969,114.14095145
42758,Central & Western,BABINGTON PATH,22.28291287,114.14108049
42759,Central & Western,BABINGTON PATH,22.28247221,114.14084547
42772,Central & Western,BABINGTON PATH,22.28265392,114.14107249
42773,Central & Western,BABINGTON PATH,22.28239028,114.14086907
42774,Central & Western,BABINGTON PATH,22.28230725,114.14111582
42775,Central & Western,BABINGTON PATH,22.28232732,114.14141932
42776,Central & Western,BABINGTON PATH,22.28234436,114.14167834
50828,Central & Western,BABINGTON PATH,22.2825787,114.14173261
27745,Central & Western,BANK OF AMERICA TOWER,22.28023065,114.16296282
20841,Central & Western,BANK STREET,22.28039836,114.1600256
30170,Central & Western,BANK STREET,22.28005031,114.1599225
19117,Central & Western,BARKER ROAD,22.27092298,114.15151556
19119,Central & Western,BARKER ROAD,22.27077556,114.15193323
19121,Central & Western,BARKER ROAD,22.27080883,114.15233721
19122,Central & Western,BARKER ROAD,22.27071633,114.15253344
19123,Central & Western,BARKER ROAD,22.27059596,114.15270572
19124,Central & Western,BARKER ROAD,22.2704739,114.15288761
19125,Central & Western,BARKER ROAD,22.27033437,114.15300147
19126,Central & Western,BARKER ROAD,22.27022908,114.15323591
19130,Central & Western,BARKER ROAD,22.27019795,114.15403661
19131,Central & Western,BARKER ROAD,22.27021348,114.15421272
19134,Central & Western,BARKER ROAD,22.27041381,114.1547461
19135,Central & Western,BARKER ROAD,22.27053537,114.15493907
19136,Central & Western,BARKER ROAD,22.27069449,114.15506911
19137,Central & Western,BARKER ROAD,22.27083673,114.15525699
19138,Central & Western,BARKER ROAD,22.27105975,114.15516579
19139,Central & Western,BARKER ROAD,22.27120092,114.15526565
19140,Central & Western,BARKER ROAD,22.27127366,114.15544249
19141,Central & Western,BARKER ROAD,22.27126776,114.15562994
19142,Central & Western,BARKER ROAD,22.27122929,114.15584075
19143,Central & Western,BARKER ROAD,22.27124486,114.15607132
19144,Central & Western,BARKER ROAD,22.27126505,114.15629711
19145,Central & Western,BARKER ROAD,22.27138588,114.15646516
19146,Central & Western,BARKER ROAD,22.27137088,114.1567098
19147,Central & Western,BARKER ROAD,22.27123837,114.15689378
19148,Central & Western,BARKER ROAD,22.27123625,114.15712517
19151,Central & Western,BARKER ROAD,22.27112653,114.15766277
19152,Central & Western,BARKER ROAD,22.27098343,114.15784905
19153,Central & Western,BARKER ROAD,22.27083149,114.15803355
19154,Central & Western,BARKER ROAD,22.27065077,114.15814166
19155,Central & Western,BARKER ROAD,22.27047854,114.15826779
19156,Central & Western,BARKER ROAD,22.27061019,114.15846889
19160,Central & Western,BARKER ROAD,22.27106006,114.15928956
19161,Central & Western,BARKER ROAD,22.27114685,114.15948262
19162,Central & Western,BARKER ROAD,22.27110872,114.15968525
19163,Central & Western,BARKER ROAD,22.27089131,114.15982237
19164,Central & Western,BARKER ROAD,22.27083393,114.1599994
19166,Central & Western,BARKER ROAD,22.27098515,114.16044581
19169,Central & Western,BARKER ROAD,22.27104052,114.16106203
19170,Central & Western,BARKER ROAD,22.27111768,114.16130041
19172,Central & Western,BARKER ROAD,22.27141252,114.16162581
19174,Central & Western,BARKER ROAD,22.27115816,114.16203645
19175,Central & Western,BARKER ROAD,22.27102801,114.16217676
19176,Central & Western,BARKER ROAD,22.27083329,114.16221072
19179,Central & Western,BARKER ROAD,22.27048204,114.16263551
19181,Central & Western,BARKER ROAD,22.27013773,114.16285557
19182,Central & Western,BARKER ROAD,22.26993608,114.16290208
19183,Central & Western,BARKER ROAD,22.26973926,114.16294762
19184,Central & Western,BARKER ROAD,22.26955058,114.163026
19185,Central & Western,BARKER ROAD,22.26933756,114.16304631
19187,Central & Western,BARKER ROAD,22.26921083,114.16337979
19188,Central & Western,BARKER ROAD,22.26921338,114.16362673
19189,Central & Western,BARKER ROAD,22.26913352,114.16381757
19191,Central & Western,BARKER ROAD,22.26873552,114.1639176
19197,Central & Western,BARKER ROAD,22.27130884,114.15737627
19941,Central & Western,BARKER ROAD,22.27107613,114.15148423
22931,Central & Western,BARKER ROAD,22.2708435,114.15176863
26685,Central & Western,BARKER ROAD,22.27016214,114.15433391
32906,Central & Western,BARKER ROAD,22.27058574,114.16219783
32907,Central & Western,BARKER ROAD,22.27059993,114.16243343
32908,Central & Western,BARKER ROAD,22.27027755,114.16264475
35157,Central & Western,BARKER ROAD,22.26894896,114.1638464
44771,Central & Western,BARKER ROAD,22.26917944,114.16317762
44772,Central & Western,BARKER ROAD,22.27104134,114.16065345
44773,Central & Western,BARKER ROAD,22.27113508,114.16086241
44774,Central & Western,BARKER ROAD,22.27131162,114.16141841
44775,Central & Western,BARKER ROAD,22.27125883,114.16178589
44776,Central & Western,BARKER ROAD,22.27128385,114.15727894
44777,Central & Western,BARKER ROAD,22.27124504,114.15752836
44778,Central & Western,BARKER ROAD,22.27067117,114.15871381
44779,Central & Western,BARKER ROAD,22.27085436,114.15888644
44780,Central & Western,BARKER ROAD,22.2709552,114.15908107
44781,Central & Western,BARKER ROAD,22.2707093,114.15210916
44782,Central & Western,BARKER ROAD,22.27025441,114.15343098
44783,Central & Western,BARKER ROAD,22.27027972,114.15364344
44784,Central & Western,BARKER ROAD,22.27022823,114.1538402
50959,Central & Western,BARKER ROAD,22.27026009,114.15456334
51602,Central & Western,BARKER ROAD,22.27090768,114.16022869
22953,Central & Western,BATTERY PATH,22.27979627,114.15920958
22954,Central & Western,BATTERY PATH,22.27975508,114.15933177
41534,Central & Western,BATTERY PATH,22.28011752,114.15807617
41535,Central & Western,BATTERY PATH,22.28003733,114.15836532
41536,Central & Western,BATTERY PATH,22.27997855,114.15863326
41537,Central & Western,BATTERY PATH,22.27987531,114.15888753
41538,Central & Western,BATTERY PATH,22.27976218,114.15911102
41539,Central & Western,BATTERY PATH,22.2796664,114.15935239
41540,Central & Western,BATTERY PATH,22.27955963,114.15953526
41541,Central & Western,BATTERY PATH,22.2793838,114.15944347
41542,Central & Western,BATTERY PATH,22.279162,114.15967046
41543,Central & Western,BATTERY PATH,22.27901466,114.15984854
41544,Central & Western,BATTERY PATH,22.27886849,114.16005447
41547,Central & Western,BATTERY PATH,22.27926856,114.15912084
41550,Central & Western,BATTERY PATH,22.27955013,114.15936725
41551,Central & Western,BATTERY PATH,22.27946314,114.15935967
41552,Central & Western,BATTERY PATH,22.27935697,114.15925409
41553,Central & Western,BATTERY PATH,22.27959119,114.15914073
41554,Central & Western,BATTERY PATH,22.27958512,114.15884841
41555,Central & Western,BATTERY PATH,22.27976855,114.15855934
22881,Central & Western,BELCHER'S STREET,22.28640245,114.13276286
22885,Central & Western,BELCHER'S STREET,22.2851138,114.13230902
22886,Central & Western,BELCHER'S STREET,22.28497357,114.13205559
22887,Central & Western,BELCHER'S STREET,22.28469585,114.13192155
22888,Central & Western,BELCHER'S STREET,22.28453395,114.13161472
22889,Central & Western,BELCHER'S STREET,22.28437307,114.13138894
22890,Central & Western,BELCHER'S STREET,22.28408437,114.13118625
22891,Central & Western,BELCHER'S STREET,22.28394675,114.1308845
22892,Central & Western,BELCHER'S STREET,22.28369444,114.13073351
22894,Central & Western,BELCHER'S STREET,22.28333209,114.13029059
22895,Central & Western,BELCHER'S STREET,22.28314302,114.13004444
22897,Central & Western,BELCHER'S STREET,22.2827781,114.12946166
22898,Central & Western,BELCHER'S STREET,22.28271071,114.12919522
22899,Central & Western,BELCHER'S STREET,22.28277783,114.12891854
22900,Central & Western,BELCHER'S STREET,22.28272042,114.12858988
22901,Central & Western,BELCHER'S STREET,22.28266518,114.1282672
22902,Central & Western,BELCHER'S STREET,22.28252601,114.12804867
22903,Central & Western,BELCHER'S STREET,22.28254395,114.12755177
22905,Central & Western,BELCHER'S STREET,22.28235251,114.12700836
22906,Central & Western,BELCHER'S STREET,22.28229571,114.12674783
22907,Central & Western,BELCHER'S STREET,22.28233922,114.1263856
34582,Central & Western,BELCHER'S STREET,22.28555194,114.13235259
36461,Central & Western,BELCHER'S STREET,22.28530222,114.13237574
41470,Central & Western,BELCHER'S STREET,22.28237742,114.12715721
44302,Central & Western,BELCHER'S STREET,22.2824785,114.12773634
44743,Central & Western,BELCHER'S STREET,22.28598407,114.13250739
49141,Central & Western,BELCHER'S STREET,22.28353163,114.13053431
50563,Central & Western,BELCHER'S STREET,22.28604897,114.13261745
50564,Central & Western,BELCHER'S STREET,22.2858066,114.13253174
50565,Central & Western,BELCHER'S STREET,22.28560174,114.13257885
33648,Central & Western,BEST VIEW COURT,22.27508391,114.15983146
33649,Central & Western,BEST VIEW COURT,22.2748093,114.15988926
25701,Central & Western,BLUFF PATH,22.26754061,114.15533245
25702,Central & Western,BLUFF PATH,22.26739568,114.15523818
25703,Central & Western,BLUFF PATH,22.26719227,114.15520811
25704,Central & Western,BLUFF PATH,22.26698538,114.15515521
25705,Central & Western,BLUFF PATH,22.26677301,114.15499355
25706,Central & Western,BLUFF PATH,22.26658775,114.15485538
25707,Central & Western,BLUFF PATH,22.26647887,114.15458052
25708,Central & Western,BLUFF PATH,22.26635677,114.15432939
25709,Central & Western,BLUFF PATH,22.26605826,114.15429255
25710,Central & Western,BLUFF PATH,22.26601609,114.15408492
25711,Central & Western,BLUFF PATH,22.26619394,114.15386797
25712,Central & Western,BLUFF PATH,22.26620294,114.15363409
19448,Central & Western,BONHAM ROAD,22.28431876,114.14248278
31757,Central & Western,BONHAM ROAD,22.28439187,114.14221919
31758,Central & Western,BONHAM ROAD,22.28447742,114.142048
32311,Central & Western,BONHAM ROAD,22.28413557,114.14038879
32312,Central & Western,BONHAM ROAD,22.28405638,114.14008401
32313,Central & Western,BONHAM ROAD,22.28424517,114.13987376
32314,Central & Western,BONHAM ROAD,22.28429202,114.13958189
32315,Central & Western,BONHAM ROAD,22.28419353,114.13934125
32316,Central & Western,BONHAM ROAD,22.28401364,114.13910511
32569,Central & Western,BONHAM ROAD,22.28417595,114.14072219
33560,Central & Western,BONHAM ROAD,22.28428316,114.14602579
33561,Central & Western,BONHAM ROAD,22.28454085,114.1459881
33562,Central & Western,BONHAM ROAD,22.28475549,114.14577679
34804,Central & Western,BONHAM ROAD,22.2836711,114.14670672
34805,Central & Western,BONHAM ROAD,22.28361701,114.14641162
34806,Central & Western,BONHAM ROAD,22.28381158,114.14616297
34807,Central & Western,BONHAM ROAD,22.28406038,114.14600633
34810,Central & Western,BONHAM ROAD,22.28495266,114.14496828
34811,Central & Western,BONHAM ROAD,22.28484015,114.14466928
34812,Central & Western,BONHAM ROAD,22.28457014,114.14456023
34813,Central & Western,BONHAM ROAD,22.28428475,114.14443529
34814,Central & Western,BONHAM ROAD,22.28413823,114.14417568
34815,Central & Western,BONHAM ROAD,22.28427649,114.14383875
34817,Central & Western,BONHAM ROAD,22.28438451,114.14314849
34818,Central & Western,BONHAM ROAD,22.28446145,114.14282103
34820,Central & Western,BONHAM ROAD,22.28456568,114.14218631
34821,Central & Western,BONHAM ROAD,22.28463795,114.14191566
34822,Central & Western,BONHAM ROAD,22.28473834,114.14167221
34823,Central & Western,BONHAM ROAD,22.28483779,114.1413752
34824,Central & Western,BONHAM ROAD,22.28481735,114.14114143
34840,Central & Western,BONHAM ROAD,22.28442442,114.14089786
37379,Central & Western,BONHAM ROAD,22.28464386,114.14099261
40359,Central & Western,BONHAM ROAD,22.28483572,114.1374856
40360,Central & Western,BONHAM ROAD,22.28483987,114.13778912
40361,Central & Western,BONHAM ROAD,22.28472952,114.13762601
40362,Central & Western,BONHAM ROAD,22.28483018,114.13810229
40363,Central & Western,BONHAM ROAD,22.28471666,114.13791875
40364,Central & Western,BONHAM ROAD,22.28471718,114.13837658
40365,Central & Western,BONHAM ROAD,22.28444434,114.13850308
40366,Central & Western,BONHAM ROAD,22.28416305,114.13855762
40367,Central & Western,BONHAM ROAD,22.28392513,114.13873806
40391,Central & Western,BONHAM ROAD,22.28474533,114.14593699
40602,Central & Western,BONHAM ROAD,22.28398647,114.13888716
44087,Central & Western,BONHAM ROAD,22.28481225,114.13751046
45629,Central & Western,BONHAM ROAD,22.28433725,114.14356018
49209,Central & Western,BONHAM ROAD,22.2845019,114.14243221
24633,Central & Western,BONHAM STRAND,22.28546218,114.15254223
24634,Central & Western,BONHAM STRAND,22.28558397,114.1521752
24636,Central & Western,BONHAM STRAND,22.28594923,114.15136876
24637,Central & Western,BONHAM STRAND,22.28594447,114.15105723
24638,Central & Western,BONHAM STRAND,22.28602543,114.15075967
24642,Central & Western,BONHAM STRAND,22.28635172,114.14893958
35453,Central & Western,BONHAM STRAND,22.28658434,114.14948789
35470,Central & Western,BONHAM STRAND,22.28520713,114.15281247
39626,Central & Western,BONHAM STRAND,22.2858026,114.15191941
48054,Central & Western,BONHAM STRAND,22.28577879,114.15161224
48058,Central & Western,BONHAM STRAND,22.28626565,114.1504276
49321,Central & Western,BONHAM STRAND,22.28647102,114.15010578
49322,Central & Western,BONHAM STRAND,22.28658627,114.14994383
49323,Central & Western,BONHAM STRAND,22.28661467,114.1496992
49324,Central & Western,BONHAM STRAND,22.28659236,114.1499951
49334,Central & Western,BONHAM STRAND,22.28656587,114.15014067
49335,Central & Western,BONHAM STRAND,22.28652184,114.15028177
50037,Central & Western,BONHAM STRAND,22.28660646,114.15011551
50515,Central & Western,BONHAM STRAND,22.28638936,114.14916884
24643,Central & Western,BONHAM STRAND WEST,22.28654475,114.14915122
24644,Central & Western,BONHAM STRAND WEST,22.28675061,114.14878435
24645,Central & Western,BONHAM STRAND WEST,22.28701763,114.14855962
24646,Central & Western,BONHAM STRAND WEST,22.28728216,114.14823275
24647,Central & Western,BONHAM STRAND WEST,22.28753806,114.14792183
24648,Central & Western,BONHAM STRAND WEST,22.28769576,114.14762134
16675,Central & Western,BORRETT ROAD,22.274477,114.1627479
33306,Central & Western,BORRETT ROAD,22.27559991,114.16278908
33310,Central & Western,BORRETT ROAD,22.27617641,114.16282027
39252,Central & Western,BORRETT ROAD,22.27555577,114.16282337
39253,Central & Western,BORRETT ROAD,22.27549736,114.16253427
41471,Central & Western,BORRETT ROAD,22.27567767,114.16295845
41472,Central & Western,BORRETT ROAD,22.27583112,114.16283513
41473,Central & Western,BORRETT ROAD,22.27597582,114.16279664
41793,Central & Western,BORRETT ROAD,22.27567538,114.16360436
41794,Central & Western,BORRETT ROAD,22.27544912,114.16398469
41795,Central & Western,BORRETT ROAD,22.27531321,114.16423805
41796,Central & Western,BORRETT ROAD,22.27518103,114.16437547
41797,Central & Western,BORRETT ROAD,22.27483484,114.16449025
41798,Central & Western,BORRETT ROAD,22.2747502,114.16437828
41799,Central & Western,BORRETT ROAD,22.27491648,114.16402255
41800,Central & Western,BORRETT ROAD,22.27500939,114.16382841
41801,Central & Western,BORRETT ROAD,22.27511566,114.16357309
41802,Central & Western,BORRETT ROAD,22.27523758,114.16333888
41804,Central & Western,BORRETT ROAD,22.275321,114.1624841
41805,Central & Western,BORRETT ROAD,22.27503387,114.16248039
41806,Central & Western,BORRETT ROAD,22.2747372,114.16252782
41807,Central & Western,BORRETT ROAD,22.27455617,114.16244841
41808,Central & Western,BORRETT ROAD,22.27430856,114.16224723
41809,Central & Western,BORRETT ROAD,22.27413127,114.16255386
41810,Central & Western,BORRETT ROAD,22.27431519,114.16270913
41812,Central & Western,BORRETT ROAD,22.27449928,114.16290285
41813,Central & Western,BORRETT ROAD,22.27443748,114.16308415
41814,Central & Western,BORRETT ROAD,22.27424606,114.16332983
41815,Central & Western,BORRETT ROAD,22.27407131,114.16360465
41816,Central & Western,BORRETT ROAD,22.27388737,114.16386887
41817,Central & Western,BORRETT ROAD,22.27369632,114.16414572
41818,Central & Western,BORRETT ROAD,22.27351425,114.16412039
41819,Central & Western,BORRETT ROAD,22.27350199,114.16435232
41821,Central & Western,BORRETT ROAD,22.27334194,114.16426736
41822,Central & Western,BORRETT ROAD,22.27325831,114.1640551
41823,Central & Western,BORRETT ROAD,22.27317991,114.16384097
42692,Central & Western,BORRETT ROAD,22.27417065,114.16233358
50809,Central & Western,BORRETT ROAD,22.27541775,114.16309175
51416,Central & Western,BORRETT ROAD,22.27320331,114.16361054
51417,Central & Western,BORRETT ROAD,22.27310462,114.16343338
51592,Central & Western,BORRETT ROAD,22.27585314,114.16336726
52133,Central & Western,BORRETT ROAD,22.2762707,114.16281981
22942,Central & Western,BOTANIC TERRACE,22.27855737,114.15117315
22944,Central & Western,BOTANIC TERRACE,22.27819473,114.15093122
16674,Central & Western,BOWEN ROAD,22.27445596,114.16258452
33651,Central & Western,BOWEN ROAD,22.27444958,114.16005382
40233,Central & Western,BOWEN ROAD,22.27469689,114.15726479
40234,Central & Western,BOWEN ROAD,22.27467978,114.15766369
40235,Central & Western,BOWEN ROAD,22.27463197,114.15793344
40236,Central & Western,BOWEN ROAD,22.27440916,114.15816184
40237,Central & Western,BOWEN ROAD,22.27445155,114.15850142
40238,Central & Western,BOWEN ROAD,22.2746441,114.1588085
40239,Central & Western,BOWEN ROAD,22.27473115,114.15906101
40240,Central & Western,BOWEN ROAD,22.27470213,114.15929419
40241,Central & Western,BOWEN ROAD,22.27457565,114.15958473
40242,Central & Western,BOWEN ROAD,22.27444874,114.15986533
40243,Central & Western,BOWEN ROAD,22.27437542,114.16025542
40244,Central & Western,BOWEN ROAD,22.27445065,114.16049423
40245,Central & Western,BOWEN ROAD,22.27437815,114.16066737
40246,Central & Western,BOWEN ROAD,22.27437685,114.16102934
40247,Central & Western,BOWEN ROAD,22.27439465,114.16138791
40248,Central & Western,BOWEN ROAD,22.2743812,114.16170268
40249,Central & Western,BOWEN ROAD,22.27436221,114.16199862
40250,Central & Western,BOWEN ROAD,22.27439772,114.16221661
40251,Central & Western,BOWEN ROAD,22.27451179,114.16252837
40252,Central & Western,BOWEN ROAD,22.27478291,114.16266973
40253,Central & Western,BOWEN ROAD,22.27502937,114.16250115
40254,Central & Western,BOWEN ROAD,22.27527647,114.16256716
40255,Central & Western,BOWEN ROAD,22.27535486,114.16284135
40256,Central & Western,BOWEN ROAD,22.27521561,114.163042
40257,Central & Western,BOWEN ROAD,22.2750181,114.16333779
40258,Central & Western,BOWEN ROAD,22.27477582,114.16357563
40259,Central & Western,BOWEN ROAD,22.27459557,114.16380211
40260,Central & Western,BOWEN ROAD,22.2744362,114.16410801
40261,Central & Western,BOWEN ROAD,22.27425708,114.16439812
40262,Central & Western,BOWEN ROAD,22.27402012,114.16453359
40263,Central & Western,BOWEN ROAD,22.27375938,114.16477914
40264,Central & Western,BOWEN ROAD,22.27354633,114.16505823
40265,Central & Western,BOWEN ROAD,22.27324146,114.16515807
40266,Central & Western,BOWEN ROAD,22.27293524,114.16531415
49333,Central & Western,BOWEN ROAD,22.27440678,114.16230848
33580,Central & Western,BREEZY PATH,22.28338955,114.14624287
33581,Central & Western,BREEZY PATH,22.28337512,114.14590341
33582,Central & Western,BREEZY PATH,22.28344304,114.14569645
33583,Central & Western,BREEZY PATH,22.28364231,114.14560706
33584,Central & Western,BREEZY PATH,22.28383634,114.14551661
50340,Central & Western,BREEZY PATH,22.28344096,114.14648151
35574,Central & Western,BREWIN PATH,22.27444769,114.15543533
35575,Central & Western,BREWIN PATH,22.27449577,114.15581232
35576,Central & Western,BREWIN PATH,22.27450091,114.15609176
35577,Central & Western,BREWIN PATH,22.27438324,114.15633583
35578,Central & Western,BREWIN PATH,22.27440201,114.15651516
35579,Central & Western,BREWIN PATH,22.27462189,114.15648936
35580,Central & Western,BREWIN PATH,22.27476538,114.15633514
38506,Central & Western,BREWIN PATH,22.27455213,114.15646076
38507,Central & Western,BREWIN PATH,22.27463236,114.1563603
42196,Central & Western,BREWIN PATH,22.2738951,114.15493495
42197,Central & Western,BREWIN PATH,22.27388306,114.15455818
33612,Central & Western,BRIDGES STREET,22.28412296,114.14902937
33613,Central & Western,BRIDGES STREET,22.28399843,114.14927938
33614,Central & Western,BRIDGES STREET,22.28378927,114.14953795
33615,Central & Western,BRIDGES STREET,22.28358331,114.14980347
33616,Central & Western,BRIDGES STREET,22.28353951,114.15016484
33617,Central & Western,BRIDGES STREET,22.2835457,114.15051113
33618,Central & Western,BRIDGES STREET,22.28343853,114.15081611
33619,Central & Western,BRIDGES STREET,22.28339769,114.15111085
39364,Central & Western,BUPA CENTRE,22.28908314,114.14292535
39378,Central & Western,BUPA CENTRE,22.28899156,114.1428981
21410,Central & Western,BURD STREET,22.28532731,114.15132585
21412,Central & Western,BURD STREET,22.28526148,114.15175464
46961,Central & Western,BURD STREET,22.28547141,114.15108308
18789,Central & Western,CADOGAN STREET,22.28304298,114.12584006
18790,Central & Western,CADOGAN STREET,22.28311346,114.1260057
18791,Central & Western,CADOGAN STREET,22.28266738,114.1259111
18792,Central & Western,CADOGAN STREET,22.28271453,114.12608492
18794,Central & Western,CADOGAN STREET,22.28240518,114.12614999
18795,Central & Western,CADOGAN STREET,22.28211022,114.12620785
18796,Central & Western,CADOGAN STREET,22.28185141,114.126161
18797,Central & Western,CADOGAN STREET,22.28153712,114.12622329
18798,Central & Western,CADOGAN STREET,22.2812462,114.12627854
26706,Central & Western,CADOGAN STREET,22.28349336,114.12574948
46958,Central & Western,CADOGAN STREET,22.28245824,114.12595219
40126,Central & Western,CAINE LANE,22.28320055,114.14880153
40127,Central & Western,CAINE LANE,22.28314878,114.14839145
40128,Central & Western,CAINE LANE,22.28326395,114.14816331
40129,Central & Western,CAINE LANE,22.28339915,114.14791685
40130,Central & Western,CAINE LANE,22.28372293,114.1480456
40131,Central & Western,CAINE LANE,22.28355572,114.14842136
50375,Central & Western,CAINE LANE,22.28322735,114.14903588
18299,Central & Western,CAINE ROAD,22.28196316,114.15114302
30614,Central & Western,CAINE ROAD,22.28111571,114.15227892
30616,Central & Western,CAINE ROAD,22.28078189,114.15278039
30617,Central & Western,CAINE ROAD,22.28064398,114.15303289
30618,Central & Western,CAINE ROAD,22.28044053,114.15321236
30622,Central & Western,CAINE ROAD,22.27973919,114.15426113
30623,Central & Western,CAINE ROAD,22.27940974,114.1541882
30624,Central & Western,CAINE ROAD,22.27909886,114.15422002
31809,Central & Western,CAINE ROAD,22.27998071,114.15419187
32843,Central & Western,CAINE ROAD,22.28177219,114.15155405
34697,Central & Western,CAINE ROAD,22.28098995,114.15231843
35770,Central & Western,CAINE ROAD,22.28095456,114.15245716
35819,Central & Western,CAINE ROAD,22.28026026,114.1535698
36226,Central & Western,CAINE ROAD,22.28345531,114.14751799
36228,Central & Western,CAINE ROAD,22.28335153,114.14774819
36229,Central & Western,CAINE ROAD,22.28319291,114.14805092
36230,Central & Western,CAINE ROAD,22.2829873,114.14830584
36231,Central & Western,CAINE ROAD,22.28306837,114.14859558
36232,Central & Western,CAINE ROAD,22.28314956,114.148881
36233,Central & Western,CAINE ROAD,22.2831079,114.14912678
36234,Central & Western,CAINE ROAD,22.28295936,114.14938921
36235,Central & Western,CAINE ROAD,22.2828565,114.14966487
36236,Central & Western,CAINE ROAD,22.28284404,114.14998694
36237,Central & Western,CAINE ROAD,22.28282001,114.15029172
36240,Central & Western,CAINE ROAD,22.28226493,114.15102195
40839,Central & Western,CAINE ROAD,22.28182426,114.15084897
40840,Central & Western,CAINE ROAD,22.28157629,114.15060939
41910,Central & Western,CAINE ROAD,22.28205502,114.15124354
42985,Central & Western,CAINE ROAD,22.28215005,114.15100054
43381,Central & Western,CAINE ROAD,22.28188885,114.15130967
45814,Central & Western,CAINE ROAD,22.28160986,114.15175495
47179,Central & Western,CAINE ROAD,22.28249121,114.15077526
48583,Central & Western,CAINE ROAD,22.28159282,114.15153489
50753,Central & Western,CAINE ROAD,22.28011934,114.153828
50834,Central & Western,CAINE ROAD,22.28229081,114.15082032
42204,Central & Western,CALDER PATH,22.27568238,114.15857063
50410,Central & Western,CALDER PATH,22.27598283,114.15859974
50411,Central & Western,CALDER PATH,22.27581818,114.15858255
42760,Central & Western,CAMBRIDGE GARDENS,22.28271039,114.14091102
38513,Central & Western,CAMBRIDGE VILLA,22.28076453,114.15337707
