route id/航綫,direction/方向,origin_en,出發碼頭,出发码头,destination_en,目的地碼頭,目的地码头,remarks_en,附註,附注,Monday to Saturday/星期一至星期六,Sunday and Public Holidays/星期日及公眾假期
1,inbound,Central,中環,中环,Sok Kwu Wan,索罟灣,索罟湾," rgb(0, 0, 0); background-color: rgb(244, 244, 244);"">@ Optional Service</span><span style=""color: rgb(0, 0, 0); background-color: rgb(244, 244, 244);"">^ Last sailing and no freight service (with the exception of bicycles and small quantities of hand‑carried items, each of which must be accompanied by a freight ticket). Small quantities of hand‑carried items refers to no more than two pieces per passenger, each requiring a freight ticket. The decision of our company is final in carrying the freight or not.</span>",@ 必要時加班服務^ 尾班船及不設載貨服務 (單車及少量手提貨物除外，並須購買貨票)。少量手提貨物指每位乘客不多於兩件之手提貨物，並須購買貨票；運載與否，以本公司最終決定為準。,@ 必要时加班服务^ 尾班船及不设载货服务 (单车及少量手提货物除外，并须购买货票)。少量手提货物指每位乘客不多于两件之手提货物，并须购买货票；运载与否，以本公司最终决定为准。,"['06:40', '08:00', '09:35', '11:05', '12:40', '14:35', '16:05', '17:35', '19:35', '21:05', '^22:40', '']","['06:40', '08:00', '09:35', '11:05', '12:40', '@13:50', '14:35', '@15:20', '16:05', '@16:50', '17:35', '@18:35', '19:35', '@20:20', '21:05', '^22:40']"
