route id/航綫,direction/方向,origin_en,出發碼頭,出发码头,destination_en,目的地碼頭,目的地码头,remarks_en,附註,附注,Monday to Saturday/星期一至星期六,Sunday and Public Holidays/星期日及公眾假期
4,outbound,Peng Chau,坪洲,坪洲,Hei Ling Chau,喜靈洲,喜灵洲,"^ Last Sailing* This area is under the control of the CSD, only authorised person can visit.","<span style=""color: rgb(0, 0, 0); background-color: rgb(244, 244, 244);""><span class=""ql-cursor"">﻿﻿﻿﻿﻿^ ﻿﻿﻿﻿﻿﻿﻿</span></span>尾班船* 此區由懲教署管轄，只限獲授權人士到訪",^ 尾班船* 此区由惩教署管辖，只限获授权人士到访,"['09:45', '11:15', '12:45', '14:15', '15:45', '18:30', '20:00', '21:45', '^01:00']","['07:30', '09:10', '10:50', '12:30', '14:10', '15:50', '17:30', '19:10', '20:50', '22:30', '^00:10']"
